36
69
1 2 3
1 4 1
1 5 1
2 3 3
2 5 1
2 6 1
3 6 1
3 7 1
4 5 3
4 8 1
4 9 1
5 6 3
5 9 1
5 10 1
6 7 3
6 10 1
6 11 1
7 11 1
7 12 1
8 9 3
9 10 3
10 11 3
11 12 3
13 14 3
13 16 1
13 17 1
14 15 3
14 17 1
14 18 1
15 18 1
15 19 1
16 17 3
16 20 1
16 21 1
17 18 3
17 21 1
17 22 1
18 19 3
18 22 1
18 23 1
19 23 1
19 24 1
20 21 3
21 22 3
22 23 3
23 24 3
25 26 3
25 28 1
25 29 1
26 27 3
26 29 1
26 30 1
27 30 1
27 31 1
28 29 3
28 32 1
28 33 1
29 30 3
29 33 1
29 34 1
30 31 3
30 34 1
30 35 1
31 35 1
31 36 1
32 33 3
33 34 3
34 35 3
35 36 3
