225
648
1 2 3
1 5 2
1 6 1
2 3 3
2 5 1
2 6 2
2 7 1
3 4 3
3 6 1
3 7 2
3 8 1
4 7 1
4 8 2
5 6 3
5 9 2
5 10 1
6 7 3
6 9 1
6 10 2
6 11 1
7 8 3
7 10 1
7 11 2
7 12 1
8 11 1
8 12 2
9 10 3
9 13 2
9 14 1
10 11 3
10 13 1
10 14 2
10 15 1
11 12 3
11 14 1
11 15 2
11 16 1
12 15 1
12 16 2
13 14 3
14 15 3
15 16 3
17 18 3
17 24 2
17 25 1
18 19 3
18 24 1
18 25 2
18 26 1
19 20 3
19 25 1
19 26 2
19 27 1
20 21 3
20 26 1
20 27 2
20 28 1
21 22 3
21 27 1
21 28 2
21 29 1
22 23 3
22 28 1
22 29 2
22 30 1
23 29 1
23 30 2
24 25 3
24 31 2
24 32 1
25 26 3
25 31 1
25 32 2
25 33 1
26 27 3
26 32 1
26 33 2
26 34 1
27 28 3
27 33 1
27 34 2
27 35 1
28 29 3
28 34 1
28 35 2
28 36 1
29 30 3
29 35 1
29 36 2
29 37 1
30 36 1
30 37 2
31 32 3
31 38 2
31 39 1
32 33 3
32 38 1
32 39 2
32 40 1
33 34 3
33 39 1
33 40 2
33 41 1
34 35 3
34 40 1
34 41 2
34 42 1
35 36 3
35 41 1
35 42 2
35 43 1
36 37 3
36 42 1
36 43 2
36 44 1
37 43 1
37 44 2
38 39 3
39 40 3
40 41 3
41 42 3
42 43 3
43 44 3
45 46 3
45 49 2
45 50 1
46 47 3
46 49 1
46 50 2
46 51 1
47 48 3
47 50 1
47 51 2
47 52 1
48 51 1
48 52 2
49 50 3
49 53 2
49 54 1
50 51 3
50 53 1
50 54 2
50 55 1
51 52 3
51 54 1
51 55 2
51 56 1
52 55 1
52 56 2
53 54 3
53 57 2
53 58 1
54 55 3
54 57 1
54 58 2
54 59 1
55 56 3
55 58 1
55 59 2
55 60 1
56 59 1
56 60 2
57 58 3
58 59 3
59 60 3
61 62 3
61 65 2
61 66 1
62 63 3
62 65 1
62 66 2
62 67 1
63 64 3
63 66 1
63 67 2
63 68 1
64 67 1
64 68 2
65 66 3
65 69 2
65 70 1
66 67 3
66 69 1
66 70 2
66 71 1
67 68 3
67 70 1
67 71 2
67 72 1
68 71 1
68 72 2
69 70 3
69 73 2
69 74 1
70 71 3
70 73 1
70 74 2
70 75 1
71 72 3
71 74 1
71 75 2
71 76 1
72 75 1
72 76 2
73 74 3
73 77 2
73 78 1
74 75 3
74 77 1
74 78 2
74 79 1
75 76 3
75 78 1
75 79 2
75 80 1
76 79 1
76 80 2
77 78 3
77 81 2
77 82 1
78 79 3
78 81 1
78 82 2
78 83 1
79 80 3
79 82 1
79 83 2
79 84 1
80 83 1
80 84 2
81 82 3
81 85 2
81 86 1
82 83 3
82 85 1
82 86 2
82 87 1
83 84 3
83 86 1
83 87 2
83 88 1
84 87 1
84 88 2
85 86 3
86 87 3
87 88 3
89 90 3
89 96 2
89 97 1
90 91 3
90 96 1
90 97 2
90 98 1
91 92 3
91 97 1
91 98 2
91 99 1
92 93 3
92 98 1
92 99 2
92 100 1
93 94 3
93 99 1
93 100 2
93 101 1
94 95 3
94 100 1
94 101 2
94 102 1
95 101 1
95 102 2
96 97 3
96 103 2
96 104 1
97 98 3
97 103 1
97 104 2
97 105 1
98 99 3
98 104 1
98 105 2
98 106 1
99 100 3
99 105 1
99 106 2
99 107 1
100 101 3
100 106 1
100 107 2
100 108 1
101 102 3
101 107 1
101 108 2
101 109 1
102 108 1
102 109 2
103 104 3
103 110 2
103 111 1
104 105 3
104 110 1
104 111 2
104 112 1
105 106 3
105 111 1
105 112 2
105 113 1
106 107 3
106 112 1
106 113 2
106 114 1
107 108 3
107 113 1
107 114 2
107 115 1
108 109 3
108 114 1
108 115 2
108 116 1
109 115 1
109 116 2
110 111 3
110 117 2
110 118 1
111 112 3
111 117 1
111 118 2
111 119 1
112 113 3
112 118 1
112 119 2
112 120 1
113 114 3
113 119 1
113 120 2
113 121 1
114 115 3
114 120 1
114 121 2
114 122 1
115 116 3
115 121 1
115 122 2
115 123 1
116 122 1
116 123 2
117 118 3
117 124 2
117 125 1
118 119 3
118 124 1
118 125 2
118 126 1
119 120 3
119 125 1
119 126 2
119 127 1
120 121 3
120 126 1
120 127 2
120 128 1
121 122 3
121 127 1
121 128 2
121 129 1
122 123 3
