196
702
1 2 3
1 15 2
1 16 1
2 3 3
2 15 1
2 16 2
2 17 1
3 4 3
3 16 1
3 17 2
3 18 1
4 5 3
4 17 1
4 18 2
4 19 1
5 6 3
5 18 1
5 19 2
5 20 1
6 7 3
6 19 1
6 20 2
6 21 1
7 8 3
7 20 1
7 21 2
7 22 1
8 9 3
8 21 1
8 22 2
8 23 1
9 10 3
9 22 1
9 23 2
9 24 1
10 11 3
10 23 1
10 24 2
10 25 1
11 12 3
11 24 1
11 25 2
11 26 1
12 13 3
12 25 1
12 26 2
12 27 1
13 14 3
13 26 1
13 27 2
13 28 1
14 27 1
14 28 2
15 16 3
15 29 2
15 30 1
16 17 3
16 29 1
16 30 2
16 31 1
17 18 3
17 30 1
17 31 2
17 32 1
18 19 3
18 31 1
18 32 2
18 33 1
19 20 3
19 32 1
19 33 2
19 34 1
20 21 3
20 33 1
20 34 2
20 35 1
21 22 3
21 34 1
21 35 2
21 36 1
22 23 3
22 35 1
22 36 2
22 37 1
23 24 3
23 36 1
23 37 2
23 38 1
24 25 3
24 37 1
24 38 2
24 39 1
25 26 3
25 38 1
25 39 2
25 40 1
26 27 3
26 39 1
26 40 2
26 41 1
27 28 3
27 40 1
27 41 2
27 42 1
28 41 1
28 42 2
29 30 3
29 43 2
29 44 1
30 31 3
30 43 1
30 44 2
30 45 1
31 32 3
31 44 1
31 45 2
31 46 1
32 33 3
32 45 1
32 46 2
32 47 1
33 34 3
33 46 1
33 47 2
33 48 1
34 35 3
34 47 1
34 48 2
34 49 1
35 36 3
35 48 1
35 49 2
35 50 1
36 37 3
36 49 1
36 50 2
36 51 1
37 38 3
37 50 1
37 51 2
37 52 1
38 39 3
38 51 1
38 52 2
38 53 1
39 40 3
39 52 1
39 53 2
39 54 1
40 41 3
40 53 1
40 54 2
40 55 1
41 42 3
41 54 1
41 55 2
41 56 1
42 55 1
42 56 2
43 44 3
43 57 2
43 58 1
44 45 3
44 57 1
44 58 2
44 59 1
45 46 3
45 58 1
45 59 2
45 60 1
46 47 3
46 59 1
46 60 2
46 61 1
47 48 3
47 60 1
47 61 2
47 62 1
48 49 3
48 61 1
48 62 2
48 63 1
49 50 3
49 62 1
49 63 2
49 64 1
50 51 3
50 63 1
50 64 2
50 65 1
51 52 3
51 64 1
51 65 2
51 66 1
52 53 3
52 65 1
52 66 2
52 67 1
53 54 3
53 66 1
53 67 2
53 68 1
54 55 3
54 67 1
54 68 2
54 69 1
55 56 3
55 68 1
55 69 2
55 70 1
56 69 1
56 70 2
57 58 3
57 71 2
57 72 1
58 59 3
58 71 1
58 72 2
58 73 1
59 60 3
59 72 1
59 73 2
59 74 1
60 61 3
60 73 1
60 74 2
60 75 1
61 62 3
61 74 1
61 75 2
61 76 1
62 63 3
62 75 1
62 76 2
62 77 1
63 64 3
63 76 1
63 77 2
63 78 1
64 65 3
64 77 1
64 78 2
64 79 1
65 66 3
65 78 1
65 79 2
65 80 1
66 67 3
66 79 1
66 80 2
66 81 1
67 68 3
67 80 1
67 81 2
67 82 1
68 69 3
68 81 1
68 82 2
68 83 1
69 70 3
69 82 1
69 83 2
69 84 1
70 83 1
70 84 2
71 72 3
71 85 2
71 86 1
72 73 3
72 85 1
72 86 2
72 87 1
73 74 3
73 86 1
73 87 2
73 88 1
74 75 3
74 87 1
74 88 2
74 89 1
75 76 3
75 88 1
75 89 2
75 90 1
76 77 3
76 89 1
76 90 2
76 91 1
77 78 3
77 90 1
77 91 2
77 92 1
78 79 3
78 91 1
78 92 2
78 93 1
79 80 3
79 92 1
79 93 2
79 94 1
80 81 3
80 93 1
80 94 2
80 95 1
81 82 3
81 94 1
81 95 2
81 96 1
82 83 3
82 95 1
82 96 2
82 97 1
83 84 3
83 96 1
83 97 2
83 98 1
84 97 1
84 98 2
85 86 3
85 99 2
85 100 1
86 87 3
86 99 1
86 100 2
86 101 1
87 88 3
87 100 1
87 101 2
87 102 1
88 89 3
88 101 1
88 102 2
88 103 1
89 90 3
89 102 1
89 103 2
89 104 1
90 91 3
90 103 1
90 104 2
90 105 1
91 92 3
91 104 1
91 105 2
91 106 1
92 93 3
92 105 1
92 106 2
92 107 1
93 94 3
93 106 1
93 107 2
93 108 1
94 95 3
94 107 1
94 108 2
94 109 1
95 96 3
95 108 1
95 109 2
95 110 1
96 97 3
96 109 1
96 110 2
96 111 1
97 98 3
97 110 1
97 111 2
97 112 1
98 111 1
98 112 2
99 100 3
99 113 2
99 114 1
100 101 3
100 113 1
100 114 2
100 115 1
101 102 3
101 114 1
101 115 2
101 116 1
102 103 3
102 115 1
102 116 2
102 117 1
103 104 3
103 116 1
103 117 2
103 118 1
104 105 3
104 117 1
104 118 2
104 119 1
105 106 3
105 118 1
105 119 2
105 120 1
106 107 3
106 119 1
106 120 2
106 121 1
107 108 3
107 120 1
107 121 2
107 122 1
108 109 3
108 121 1
108 122 2
108 123 1
109 110 3
109 122 1
109 123 2
109 124 1
110 111 3
110 123 1
110 124 2
110 125 1
111 112 3
111 124 1
111 125 2
111 126 1
112 125 1
112 126 2
113 114 3
113 127 2
113 128 1
114 115 3
114 127 1
114 128 2
114 129 1
115 116 3
115 128 1
115 129 2
115 130 1
116 117 3
116 129 1
116 130 2
116 131 1
117 118 3
117 130 1
117 131 2
117 132 1
118 119 3
118 131 1
118 132 2
118 133 1
119 120 3
119 132 1
119 133 2
119 134 1
120 121 3
120 133 1
120 134 2
120 135 1
121 122 3
121 134 1
121 135 2
121 136 1
122 123 3
122 135 1
122 136 2
122 137 1
123 124 3
123 136 1
123 137 2
123 138 1
124 125 3
124 137 1
124 138 2
124 139 1
125 126 3
125 138 1
125 139 2
125 140 1
126 139 1
126 140 2
127 128 3
127 141 2
127 142 1
128 129 3
128 141 1
128 142 2
128 143 1
129 130 3
129 142 1
129 143 2
129 144 1
130 131 3
130 143 1
130 144 2
130 145 1
131 132 3
131 144 1
131 145 2
131 146 1
132 133 3
132 145 1
132 146 2
132 147 1
133 134 3
133 146 1
133 147 2
133 148 1
134 135 3
134 147 1
134 148 2
134 149 1
135 136 3
135 148 1
135 149 2
135 150 1
136 137 3
136 149 1
136 150 2
136 151 1
137 138 3
137 150 1
137 151 2
137 152 1
138 139 3
138 151 1
138 152 2
138 153 1
139 140 3
139 152 1
139 153 2
139 154 1
140 153 1
140 154 2
141 142 3
141 155 2
141 156 1
142 143 3
142 155 1
142 156 2
142 157 1
143 144 3
143 156 1
143 157 2
143 158 1
144 145 3
144 157 1
144 158 2
144 159 1
145 146 3
145 158 1
145 159 2
145 160 1
146 147 3
146 159 1
146 160 2
146 161 1
147 148 3
147 160 1
147 161 2
147 162 1
148 149 3
148 161 1
148 162 2
148 163 1
149 150 3
149 162 1
149 163 2
149 164 1
150 151 3
150 163 1
150 164 2
150 165 1
151 152 3
151 164 1
151 165 2
151 166 1
152 153 3
152 165 1
152 166 2
152 167 1
153 154 3
153 166 1
153 167 2
153 168 1
154 167 1
154 168 2
155 156 3
155 169 2
155 170 1
156 157 3
156 169 1
156 170 2
156 171 1
157 158 3
157 170 1
157 171 2
157 172 1
158 159 3
158 171 1
158 172 2
158 173 1
159 160 3
159 172 1
159 173 2
159 174 1
160 161 3
160 173 1
160 174 2
160 175 1
161 162 3
161 174 1
161 175 2
161 176 1
162 163 3
162 175 1
162 176 2
162 177 1
163 164 3
163 176 1
163 177 2
163 178 1
164 165 3
164 177 1
164 178 2
164 179 1
165 166 3
165 178 1
165 179 2
165 180 1
166 167 3
166 179 1
166 180 2
166 181 1
167 168 3
167 180 1
167 181 2
167 182 1
168 181 1
168 182 2
169 170 3
169 183 2
169 184 1
170 171 3
170 183 1
170 184 2
170 185 1
171 172 3
171 184 1
171 185 2
171 186 1
172 173 3
172 185 1
172 186 2
172 187 1
173 174 3
173 186 1
173 187 2
173 188 1
174 175 3
174 187 1
174 188 2
174 189 1
175 176 3
175 188 1
175 189 2
175 190 1
176 177 3
176 189 1
176 190 2
176 191 1
177 178 3
177 190 1
177 191 2
177 192 1
178 179 3
178 191 1
178 192 2
178 193 1
179 180 3
179 192 1
179 193 2
179 194 1
180 181 3
180 193 1
180 194 2
180 195 1
181 182 3
181 194 1
181 195 2
181 196 1
182 195 1
182 196 2
183 184 3
184 185 3
185 186 3
186 187 3
187 188 3
188 189 3
189 190 3
190 191 3
191 192 3
192 193 3
193 194 3
194 195 3
195 196 3
