72
148
1 2 3
1 6 1
1 7 1
2 3 3
2 7 1
2 8 1
3 4 3
3 8 1
3 9 1
4 5 3
4 9 1
4 10 1
5 10 1
5 11 1
6 7 3
6 12 1
6 13 1
7 8 3
7 13 1
7 14 1
8 9 3
8 14 1
8 15 1
9 10 3
9 15 1
9 16 1
10 11 3
10 16 1
10 17 1
11 17 1
11 18 1
12 13 3
13 14 3
14 15 3
15 16 3
16 17 3
17 18 3
19 20 3
19 24 1
19 25 1
20 21 3
20 25 1
20 26 1
21 22 3
21 26 1
21 27 1
22 23 3
22 27 1
22 28 1
23 28 1
23 29 1
24 25 3
24 30 1
24 31 1
25 26 3
25 31 1
25 32 1
26 27 3
26 32 1
26 33 1
27 28 3
27 33 1
27 34 1
28 29 3
28 34 1
28 35 1
29 35 1
29 36 1
30 31 3
31 32 3
32 33 3
33 34 3
34 35 3
35 36 3
37 38 3
37 42 1
37 43 1
38 39 3
38 43 1
38 44 1
39 40 3
39 44 1
39 45 1
40 41 3
40 45 1
40 46 1
41 46 1
41 47 1
42 43 3
42 48 1
42 49 1
43 44 3
43 49 1
43 50 1
44 45 3
44 50 1
44 51 1
45 46 3
45 51 1
45 52 1
46 47 3
46 52 1
46 53 1
47 53 1
47 54 1
48 49 3
49 50 3
50 51 3
51 52 3
52 53 3
53 54 3
55 56 3
55 60 1
55 61 1
56 57 3
56 61 1
56 62 1
57 58 3
57 62 1
57 63 1
58 59 3
58 63 1
58 64 1
59 64 1
59 65 1
60 61 3
60 66 1
60 67 1
61 62 3
61 67 1
61 68 1
62 63 3
62 68 1
62 69 1
63 64 3
63 69 1
63 70 1
64 65 3
64 70 1
64 71 1
65 71 1
65 72 1
66 67 3
67 68 3
68 69 3
69 70 3
70 71 3
71 72 3
