48
107
1 2 3
1 16 1
1 17 1
2 3 3
2 17 1
2 18 1
3 4 3
3 18 1
3 19 1
4 5 3
4 19 1
4 20 1
5 6 3
5 20 1
5 21 1
6 7 3
6 21 1
6 22 1
7 8 3
7 22 1
7 23 1
8 9 3
8 23 1
8 24 1
9 10 3
9 24 1
9 25 1
10 11 3
10 25 1
10 26 1
11 12 3
11 26 1
11 27 1
12 13 3
12 27 1
12 28 1
13 14 3
13 28 1
13 29 1
14 15 3
14 29 1
14 30 1
15 30 1
15 31 1
16 17 3
16 32 1
16 33 1
17 18 3
17 33 1
17 34 1
18 19 3
18 34 1
18 35 1
19 20 3
19 35 1
19 36 1
20 21 3
20 36 1
20 37 1
21 22 3
21 37 1
21 38 1
22 23 3
22 38 1
22 39 1
23 24 3
23 39 1
23 40 1
24 25 3
24 40 1
24 41 1
25 26 3
25 41 1
25 42 1
26 27 3
26 42 1
26 43 1
27 28 3
27 43 1
27 44 1
28 29 3
28 44 1
28 45 1
29 30 3
29 45 1
29 46 1
30 31 3
30 46 1
30 47 1
31 47 1
31 48 1
32 33 3
33 34 3
34 35 3
35 36 3
36 37 3
37 38 3
38 39 3
39 40 3
40 41 3
41 42 3
42 43 3
43 44 3
44 45 3
45 46 3
46 47 3
47 48 3
