40
86
1 2 3
1 3 1
1 4 1
2 4 1
2 5 1
3 4 3
3 6 1
3 7 1
4 5 3
4 7 1
4 8 1
5 8 1
5 9 1
6 7 3
6 10 1
6 11 1
7 8 3
7 11 1
7 12 1
8 9 3
8 12 1
8 13 1
9 13 1
9 14 1
10 11 3
10 15 1
10 16 1
11 12 3
11 16 1
11 17 1
12 13 3
12 17 1
12 18 1
13 14 3
13 18 1
13 19 1
14 19 1
14 20 1
15 16 3
16 17 3
17 18 3
18 19 3
19 20 3
21 22 3
21 23 1
21 24 1
22 24 1
22 25 1
23 24 3
23 26 1
23 27 1
24 25 3
24 27 1
24 28 1
25 28 1
25 29 1
26 27 3
26 30 1
26 31 1
27 28 3
27 31 1
27 32 1
28 29 3
28 32 1
28 33 1
29 33 1
29 34 1
30 31 3
30 35 1
30 36 1
31 32 3
31 36 1
31 37 1
32 33 3
32 37 1
32 38 1
33 34 3
33 38 1
33 39 1
34 39 1
34 40 1
35 36 3
36 37 3
37 38 3
38 39 3
39 40 3
