64
210
1 2 3
1 9 2
1 10 1
2 3 3
2 9 1
2 10 2
2 11 1
3 4 3
3 10 1
3 11 2
3 12 1
4 5 3
4 11 1
4 12 2
4 13 1
5 6 3
5 12 1
5 13 2
5 14 1
6 7 3
6 13 1
6 14 2
6 15 1
7 8 3
7 14 1
7 15 2
7 16 1
8 15 1
8 16 2
9 10 3
9 17 2
9 18 1
10 11 3
10 17 1
10 18 2
10 19 1
11 12 3
11 18 1
11 19 2
11 20 1
12 13 3
12 19 1
12 20 2
12 21 1
13 14 3
13 20 1
13 21 2
13 22 1
14 15 3
14 21 1
14 22 2
14 23 1
15 16 3
15 22 1
15 23 2
15 24 1
16 23 1
16 24 2
17 18 3
17 25 2
17 26 1
18 19 3
18 25 1
18 26 2
18 27 1
19 20 3
19 26 1
19 27 2
19 28 1
20 21 3
20 27 1
20 28 2
20 29 1
21 22 3
21 28 1
21 29 2
21 30 1
22 23 3
22 29 1
22 30 2
22 31 1
23 24 3
23 30 1
23 31 2
23 32 1
24 31 1
24 32 2
25 26 3
25 33 2
25 34 1
26 27 3
26 33 1
26 34 2
26 35 1
27 28 3
27 34 1
27 35 2
27 36 1
28 29 3
28 35 1
28 36 2
28 37 1
29 30 3
29 36 1
29 37 2
29 38 1
30 31 3
30 37 1
30 38 2
30 39 1
31 32 3
31 38 1
31 39 2
31 40 1
32 39 1
32 40 2
33 34 3
33 41 2
33 42 1
34 35 3
34 41 1
34 42 2
34 43 1
35 36 3
35 42 1
35 43 2
35 44 1
36 37 3
36 43 1
36 44 2
36 45 1
37 38 3
37 44 1
37 45 2
37 46 1
38 39 3
38 45 1
38 46 2
38 47 1
39 40 3
39 46 1
39 47 2
39 48 1
40 47 1
40 48 2
41 42 3
41 49 2
41 50 1
42 43 3
42 49 1
42 50 2
42 51 1
43 44 3
43 50 1
43 51 2
43 52 1
44 45 3
44 51 1
44 52 2
44 53 1
45 46 3
45 52 1
45 53 2
45 54 1
46 47 3
46 53 1
46 54 2
46 55 1
47 48 3
47 54 1
47 55 2
47 56 1
48 55 1
48 56 2
49 50 3
49 57 2
49 58 1
50 51 3
50 57 1
50 58 2
50 59 1
51 52 3
51 58 1
51 59 2
51 60 1
52 53 3
52 59 1
52 60 2
52 61 1
53 54 3
53 60 1
53 61 2
53 62 1
54 55 3
54 61 1
54 62 2
54 63 1
55 56 3
55 62 1
55 63 2
55 64 1
56 63 1
56 64 2
57 58 3
58 59 3
59 60 3
60 61 3
61 62 3
62 63 3
63 64 3
