132
288
1 2 3
1 11 1
1 12 1
2 3 3
2 12 1
2 13 1
3 4 3
3 13 1
3 14 1
4 5 3
4 14 1
4 15 1
5 6 3
5 15 1
5 16 1
6 7 3
6 16 1
6 17 1
7 8 3
7 17 1
7 18 1
8 9 3
8 18 1
8 19 1
9 10 3
9 19 1
9 20 1
10 20 1
10 21 1
11 12 3
11 22 1
11 23 1
12 13 3
12 23 1
12 24 1
13 14 3
13 24 1
13 25 1
14 15 3
14 25 1
14 26 1
15 16 3
15 26 1
15 27 1
16 17 3
16 27 1
16 28 1
17 18 3
17 28 1
17 29 1
18 19 3
18 29 1
18 30 1
19 20 3
19 30 1
19 31 1
20 21 3
20 31 1
20 32 1
21 32 1
21 33 1
22 23 3
23 24 3
24 25 3
25 26 3
26 27 3
27 28 3
28 29 3
29 30 3
30 31 3
31 32 3
32 33 3
34 35 3
34 44 1
34 45 1
35 36 3
35 45 1
35 46 1
36 37 3
36 46 1
36 47 1
37 38 3
37 47 1
37 48 1
38 39 3
38 48 1
38 49 1
39 40 3
39 49 1
39 50 1
40 41 3
40 50 1
40 51 1
41 42 3
41 51 1
41 52 1
42 43 3
42 52 1
42 53 1
43 53 1
43 54 1
44 45 3
44 55 1
44 56 1
45 46 3
45 56 1
45 57 1
46 47 3
46 57 1
46 58 1
47 48 3
47 58 1
47 59 1
48 49 3
48 59 1
48 60 1
49 50 3
49 60 1
49 61 1
50 51 3
50 61 1
50 62 1
51 52 3
51 62 1
51 63 1
52 53 3
52 63 1
52 64 1
53 54 3
53 64 1
53 65 1
54 65 1
54 66 1
55 56 3
56 57 3
57 58 3
58 59 3
59 60 3
60 61 3
61 62 3
62 63 3
63 64 3
64 65 3
65 66 3
67 68 3
67 77 1
67 78 1
68 69 3
68 78 1
68 79 1
69 70 3
69 79 1
69 80 1
70 71 3
70 80 1
70 81 1
71 72 3
71 81 1
71 82 1
72 73 3
72 82 1
72 83 1
73 74 3
73 83 1
73 84 1
74 75 3
74 84 1
74 85 1
75 76 3
75 85 1
75 86 1
76 86 1
76 87 1
77 78 3
77 88 1
77 89 1
78 79 3
78 89 1
78 90 1
79 80 3
79 90 1
79 91 1
80 81 3
80 91 1
80 92 1
81 82 3
81 92 1
81 93 1
82 83 3
82 93 1
82 94 1
83 84 3
83 94 1
83 95 1
84 85 3
84 95 1
84 96 1
85 86 3
85 96 1
85 97 1
86 87 3
86 97 1
86 98 1
87 98 1
87 99 1
88 89 3
89 90 3
90 91 3
91 92 3
92 93 3
93 94 3
94 95 3
95 96 3
96 97 3
97 98 3
98 99 3
100 101 3
100 110 1
100 111 1
101 102 3
101 111 1
101 112 1
102 103 3
102 112 1
102 113 1
103 104 3
103 113 1
103 114 1
104 105 3
104 114 1
104 115 1
105 106 3
105 115 1
105 116 1
106 107 3
106 116 1
106 117 1
107 108 3
107 117 1
107 118 1
108 109 3
108 118 1
108 119 1
109 119 1
109 120 1
110 111 3
110 121 1
110 122 1
111 112 3
111 122 1
111 123 1
112 113 3
112 123 1
112 124 1
113 114 3
113 124 1
113 125 1
114 115 3
114 125 1
114 126 1
115 116 3
115 126 1
115 127 1
116 117 3
116 127 1
116 128 1
117 118 3
117 128 1
117 129 1
118 119 3
118 129 1
118 130 1
119 120 3
119 130 1
119 131 1
120 131 1
120 132 1
121 122 3
122 123 3
123 124 3
124 125 3
125 126 3
126 127 3
127 128 3
128 129 3
129 130 3
130 131 3
131 132 3
