224
556
1 2 3
1 6 1
1 7 1
2 3 3
2 7 1
2 8 1
3 4 3
3 8 1
3 9 1
4 5 3
4 9 1
4 10 1
5 10 1
5 11 1
6 7 3
6 12 1
6 13 1
7 8 3
7 13 1
7 14 1
8 9 3
8 14 1
8 15 1
9 10 3
9 15 1
9 16 1
10 11 3
10 16 1
10 17 1
11 17 1
11 18 1
12 13 3
12 19 1
12 20 1
13 14 3
13 20 1
13 21 1
14 15 3
14 21 1
14 22 1
15 16 3
15 22 1
15 23 1
16 17 3
16 23 1
16 24 1
17 18 3
17 24 1
17 25 1
18 25 1
18 26 1
19 20 3
19 27 1
19 28 1
20 21 3
20 28 1
20 29 1
21 22 3
21 29 1
21 30 1
22 23 3
22 30 1
22 31 1
23 24 3
23 31 1
23 32 1
24 25 3
24 32 1
24 33 1
25 26 3
25 33 1
25 34 1
26 34 1
26 35 1
27 28 3
27 36 1
27 37 1
28 29 3
28 37 1
28 38 1
29 30 3
29 38 1
29 39 1
30 31 3
30 39 1
30 40 1
31 32 3
31 40 1
31 41 1
32 33 3
32 41 1
32 42 1
33 34 3
33 42 1
33 43 1
34 35 3
34 43 1
34 44 1
35 44 1
35 45 1
36 37 3
36 46 1
36 47 1
37 38 3
37 47 1
37 48 1
38 39 3
38 48 1
38 49 1
39 40 3
39 49 1
39 50 1
40 41 3
40 50 1
40 51 1
41 42 3
41 51 1
41 52 1
42 43 3
42 52 1
42 53 1
43 44 3
43 53 1
43 54 1
44 45 3
44 54 1
44 55 1
45 55 1
45 56 1
46 47 3
47 48 3
48 49 3
49 50 3
50 51 3
51 52 3
52 53 3
53 54 3
54 55 3
55 56 3
57 58 3
57 62 1
57 63 1
58 59 3
58 63 1
58 64 1
59 60 3
59 64 1
59 65 1
60 61 3
60 65 1
60 66 1
61 66 1
61 67 1
62 63 3
62 68 1
62 69 1
63 64 3
63 69 1
63 70 1
64 65 3
64 70 1
64 71 1
65 66 3
65 71 1
65 72 1
66 67 3
66 72 1
66 73 1
67 73 1
67 74 1
68 69 3
68 75 1
68 76 1
69 70 3
