100
342
1 2 3
1 11 2
1 12 1
2 3 3
2 11 1
2 12 2
2 13 1
3 4 3
3 12 1
3 13 2
3 14 1
4 5 3
4 13 1
4 14 2
4 15 1
5 6 3
5 14 1
5 15 2
5 16 1
6 7 3
6 15 1
6 16 2
6 17 1
7 8 3
7 16 1
7 17 2
7 18 1
8 9 3
8 17 1
8 18 2
8 19 1
9 10 3
9 18 1
9 19 2
9 20 1
10 19 1
10 20 2
11 12 3
11 21 2
11 22 1
12 13 3
12 21 1
12 22 2
12 23 1
13 14 3
13 22 1
13 23 2
13 24 1
14 15 3
14 23 1
14 24 2
14 25 1
15 16 3
15 24 1
15 25 2
15 26 1
16 17 3
16 25 1
16 26 2
16 27 1
17 18 3
17 26 1
17 27 2
17 28 1
18 19 3
18 27 1
18 28 2
18 29 1
19 20 3
19 28 1
19 29 2
19 30 1
20 29 1
20 30 2
21 22 3
21 31 2
21 32 1
22 23 3
22 31 1
22 32 2
22 33 1
23 24 3
23 32 1
23 33 2
23 34 1
24 25 3
24 33 1
24 34 2
24 35 1
25 26 3
25 34 1
25 35 2
25 36 1
26 27 3
26 35 1
26 36 2
26 37 1
27 28 3
27 36 1
27 37 2
27 38 1
28 29 3
28 37 1
28 38 2
28 39 1
29 30 3
29 38 1
29 39 2
29 40 1
30 39 1
30 40 2
31 32 3
31 41 2
31 42 1
32 33 3
32 41 1
32 42 2
32 43 1
33 34 3
33 42 1
33 43 2
33 44 1
34 35 3
34 43 1
34 44 2
34 45 1
35 36 3
35 44 1
35 45 2
35 46 1
36 37 3
36 45 1
36 46 2
36 47 1
37 38 3
37 46 1
37 47 2
37 48 1
38 39 3
38 47 1
38 48 2
38 49 1
39 40 3
39 48 1
39 49 2
39 50 1
40 49 1
40 50 2
41 42 3
41 51 2
41 52 1
42 43 3
42 51 1
42 52 2
42 53 1
43 44 3
43 52 1
43 53 2
43 54 1
44 45 3
44 53 1
44 54 2
44 55 1
45 46 3
45 54 1
45 55 2
45 56 1
46 47 3
46 55 1
46 56 2
46 57 1
47 48 3
47 56 1
47 57 2
47 58 1
48 49 3
48 57 1
48 58 2
48 59 1
49 50 3
49 58 1
49 59 2
49 60 1
50 59 1
50 60 2
51 52 3
51 61 2
51 62 1
52 53 3
52 61 1
52 62 2
52 63 1
53 54 3
53 62 1
53 63 2
53 64 1
54 55 3
54 63 1
54 64 2
54 65 1
55 56 3
55 64 1
55 65 2
55 66 1
56 57 3
56 65 1
56 66 2
56 67 1
57 58 3
57 66 1
57 67 2
57 68 1
58 59 3
58 67 1
58 68 2
58 69 1
59 60 3
59 68 1
59 69 2
59 70 1
60 69 1
60 70 2
61 62 3
61 71 2
61 72 1
62 63 3
62 71 1
62 72 2
62 73 1
63 64 3
63 72 1
63 73 2
63 74 1
64 65 3
64 73 1
64 74 2
64 75 1
65 66 3
65 74 1
65 75 2
65 76 1
66 67 3
66 75 1
66 76 2
66 77 1
67 68 3
67 76 1
67 77 2
67 78 1
68 69 3
68 77 1
68 78 2
68 79 1
69 70 3
69 78 1
69 79 2
69 80 1
70 79 1
70 80 2
71 72 3
71 81 2
71 82 1
72 73 3
72 81 1
72 82 2
72 83 1
73 74 3
73 82 1
73 83 2
73 84 1
74 75 3
74 83 1
74 84 2
74 85 1
75 76 3
75 84 1
75 85 2
75 86 1
76 77 3
76 85 1
76 86 2
76 87 1
77 78 3
77 86 1
77 87 2
77 88 1
78 79 3
78 87 1
78 88 2
78 89 1
79 80 3
79 88 1
79 89 2
79 90 1
80 89 1
80 90 2
81 82 3
81 91 2
81 92 1
82 83 3
82 91 1
82 92 2
82 93 1
83 84 3
83 92 1
83 93 2
83 94 1
84 85 3
84 93 1
84 94 2
84 95 1
85 86 3
85 94 1
85 95 2
85 96 1
86 87 3
86 95 1
86 96 2
86 97 1
87 88 3
87 96 1
87 97 2
87 98 1
88 89 3
88 97 1
88 98 2
88 99 1
89 90 3
89 98 1
89 99 2
89 100 1
90 99 1
90 100 2
91 92 3
92 93 3
93 94 3
94 95 3
95 96 3
96 97 3
97 98 3
98 99 3
99 100 3
