140
328
1 2 3
1 6 1
1 7 1
2 3 3
2 7 1
2 8 1
3 4 3
3 8 1
3 9 1
4 5 3
4 9 1
4 10 1
5 10 1
5 11 1
6 7 3
6 12 1
6 13 1
7 8 3
7 13 1
7 14 1
8 9 3
8 14 1
8 15 1
9 10 3
9 15 1
9 16 1
10 11 3
10 16 1
10 17 1
11 17 1
11 18 1
12 13 3
12 19 1
12 20 1
13 14 3
13 20 1
13 21 1
14 15 3
14 21 1
14 22 1
15 16 3
15 22 1
15 23 1
16 17 3
16 23 1
16 24 1
17 18 3
17 24 1
17 25 1
18 25 1
18 26 1
19 20 3
19 27 1
19 28 1
20 21 3
20 28 1
20 29 1
21 22 3
21 29 1
21 30 1
22 23 3
22 30 1
22 31 1
23 24 3
23 31 1
23 32 1
24 25 3
24 32 1
24 33 1
25 26 3
25 33 1
25 34 1
26 34 1
26 35 1
27 28 3
28 29 3
29 30 3
30 31 3
31 32 3
32 33 3
33 34 3
34 35 3
36 37 3
36 41 1
36 42 1
37 38 3
37 42 1
37 43 1
38 39 3
38 43 1
38 44 1
39 40 3
39 44 1
39 45 1
40 45 1
40 46 1
41 42 3
41 47 1
41 48 1
42 43 3
42 48 1
42 49 1
43 44 3
43 49 1
43 50 1
44 45 3
44 50 1
44 51 1
45 46 3
45 51 1
45 52 1
46 52 1
46 53 1
47 48 3
47 54 1
47 55 1
48 49 3
48 55 1
48 56 1
49 50 3
49 56 1
49 57 1
50 51 3
50 57 1
50 58 1
51 52 3
51 58 1
51 59 1
52 53 3
52 59 1
52 60 1
53 60 1
53 61 1
54 55 3
54 62 1
54 63 1
55 56 3
55 63 1
55 64 1
56 57 3
56 64 1
56 65 1
57 58 3
57 65 1
57 66 1
58 59 3
58 66 1
58 67 1
59 60 3
59 67 1
59 68 1
60 61 3
60 68 1
60 69 1
61 69 1
61 70 1
62 63 3
63 64 3
64 65 3
65 66 3
66 67 3
67 68 3
68 69 3
69 70 3
71 72 3
71 76 1
71 77 1
72 73 3
72 77 1
72 78 1
73 74 3
73 78 1
73 79 1
74 75 3
74 79 1
74 80 1
75 80 1
75 81 1
76 77 3
76 82 1
76 83 1
77 78 3
77 83 1
77 84 1
78 79 3
78 84 1
78 85 1
79 80 3
79 85 1
79 86 1
80 81 3
80 86 1
80 87 1
81 87 1
81 88 1
82 83 3
82 89 1
82 90 1
83 84 3
83 90 1
83 91 1
84 85 3
84 91 1
84 92 1
85 86 3
85 92 1
85 93 1
86 87 3
86 93 1
86 94 1
87 88 3
87 94 1
87 95 1
88 95 1
88 96 1
89 90 3
89 97 1
89 98 1
90 91 3
90 98 1
90 99 1
91 92 3
91 99 1
91 100 1
92 93 3
92 100 1
92 101 1
93 94 3
93 101 1
93 102 1
94 95 3
94 102 1
94 103 1
95 96 3
95 103 1
95 104 1
96 104 1
96 105 1
97 98 3
98 99 3
99 100 3
100 101 3
101 102 3
102 103 3
103 104 3
104 105 3
106 107 3
106 111 1
106 112 1
107 108 3
107 112 1
107 113 1
108 109 3
108 113 1
108 114 1
109 110 3
109 114 1
109 115 1
110 115 1
110 116 1
111 112 3
111 117 1
111 118 1
112 113 3
112 118 1
112 119 1
113 114 3
113 119 1
113 120 1
114 115 3
114 120 1
114 121 1
115 116 3
115 121 1
115 122 1
116 122 1
116 123 1
117 118 3
117 124 1
117 125 1
118 119 3
118 125 1
118 126 1
119 120 3
119 126 1
119 127 1
120 121 3
120 127 1
120 128 1
121 122 3
121 128 1
121 129 1
122 123 3
122 129 1
122 130 1
123 130 1
123 131 1
124 125 3
124 132 1
124 133 1
125 126 3
125 133 1
125 134 1
126 127 3
126 134 1
126 135 1
127 128 3
127 135 1
127 136 1
128 129 3
128 136 1
128 137 1
129 130 3
129 137 1
129 138 1
130 131 3
130 138 1
130 139 1
131 139 1
131 140 1
132 133 3
133 134 3
134 135 3
135 136 3
136 137 3
137 138 3
138 139 3
139 140 3
