64
130
1 2 3
1 3 2
1 4 1
2 3 1
2 4 2
3 4 3
5 6 3
5 9 2
5 10 1
6 7 3
6 9 1
6 10 2
6 11 1
7 8 3
7 10 1
7 11 2
7 12 1
8 11 1
8 12 2
9 10 3
10 11 3
11 12 3
13 14 3
13 15 2
13 16 1
14 15 1
14 16 2
15 16 3
17 18 3
17 19 2
17 20 1
18 19 1
18 20 2
19 20 3
19 21 2
19 22 1
20 21 1
20 22 2
21 22 3
21 23 2
21 24 1
22 23 1
22 24 2
23 24 3
25 26 3
25 29 2
25 30 1
26 27 3
26 29 1
26 30 2
26 31 1
27 28 3
27 30 1
27 31 2
27 32 1
28 31 1
28 32 2
29 30 3
29 33 2
29 34 1
30 31 3
30 33 1
30 34 2
30 35 1
31 32 3
31 34 1
31 35 2
31 36 1
32 35 1
32 36 2
33 34 3
33 37 2
33 38 1
34 35 3
34 37 1
34 38 2
34 39 1
35 36 3
35 38 1
35 39 2
35 40 1
36 39 1
36 40 2
37 38 3
38 39 3
39 40 3
41 42 3
41 43 2
41 44 1
42 43 1
42 44 2
43 44 3
43 45 2
43 46 1
44 45 1
44 46 2
45 46 3
45 47 2
45 48 1
46 47 1
46 48 2
47 48 3
49 50 3
49 51 2
49 52 1
50 51 1
50 52 2
51 52 3
53 54 3
53 57 2
53 58 1
54 55 3
54 57 1
54 58 2
54 59 1
55 56 3
55 58 1
55 59 2
55 60 1
56 59 1
56 60 2
57 58 3
58 59 3
59 60 3
61 62 3
61 63 2
61 64 1
62 63 1
62 64 2
63 64 3
