93
212
1 2 3
1 31 1
1 32 1
2 3 3
2 32 1
2 33 1
3 4 3
3 33 1
3 34 1
4 5 3
4 34 1
4 35 1
5 6 3
5 35 1
5 36 1
6 7 3
6 36 1
6 37 1
7 8 3
7 37 1
7 38 1
8 9 3
8 38 1
8 39 1
9 10 3
9 39 1
9 40 1
10 11 3
10 40 1
10 41 1
11 12 3
11 41 1
11 42 1
12 13 3
12 42 1
12 43 1
13 14 3
13 43 1
13 44 1
14 15 3
14 44 1
14 45 1
15 16 3
15 45 1
15 46 1
16 17 3
16 46 1
16 47 1
17 18 3
17 47 1
17 48 1
18 19 3
18 48 1
18 49 1
19 20 3
19 49 1
19 50 1
20 21 3
20 50 1
20 51 1
21 22 3
21 51 1
21 52 1
22 23 3
22 52 1
22 53 1
23 24 3
23 53 1
23 54 1
24 25 3
24 54 1
24 55 1
25 26 3
25 55 1
25 56 1
26 27 3
26 56 1
26 57 1
27 28 3
27 57 1
27 58 1
28 29 3
28 58 1
28 59 1
29 30 3
29 59 1
29 60 1
30 60 1
30 61 1
31 32 3
31 62 1
31 63 1
32 33 3
32 63 1
32 64 1
33 34 3
33 64 1
33 65 1
34 35 3
34 65 1
34 66 1
35 36 3
35 66 1
35 67 1
36 37 3
36 67 1
36 68 1
37 38 3
37 68 1
37 69 1
38 39 3
38 69 1
38 70 1
39 40 3
39 70 1
39 71 1
40 41 3
40 71 1
40 72 1
41 42 3
41 72 1
41 73 1
42 43 3
42 73 1
42 74 1
43 44 3
43 74 1
43 75 1
44 45 3
44 75 1
44 76 1
45 46 3
45 76 1
45 77 1
46 47 3
46 77 1
46 78 1
47 48 3
47 78 1
47 79 1
48 49 3
48 79 1
48 80 1
49 50 3
49 80 1
49 81 1
50 51 3
50 81 1
50 82 1
51 52 3
51 82 1
51 83 1
52 53 3
52 83 1
52 84 1
53 54 3
53 84 1
53 85 1
54 55 3
54 85 1
54 86 1
55 56 3
55 86 1
55 87 1
56 57 3
56 87 1
56 88 1
57 58 3
57 88 1
57 89 1
58 59 3
58 89 1
58 90 1
59 60 3
59 90 1
59 91 1
60 61 3
60 91 1
60 92 1
61 92 1
61 93 1
62 63 3
63 64 3
64 65 3
65 66 3
66 67 3
67 68 3
68 69 3
69 70 3
70 71 3
71 72 3
72 73 3
73 74 3
74 75 3
75 76 3
76 77 3
77 78 3
78 79 3
79 80 3
80 81 3
81 82 3
82 83 3
83 84 3
84 85 3
85 86 3
86 87 3
87 88 3
88 89 3
89 90 3
90 91 3
91 92 3
92 93 3
