160
407
1 2 3
1 31 1
1 32 1
2 3 3
2 32 1
2 33 1
3 4 3
3 33 1
3 34 1
4 5 3
4 34 1
4 35 1
5 6 3
5 35 1
5 36 1
6 7 3
6 36 1
6 37 1
7 8 3
7 37 1
7 38 1
8 9 3
8 38 1
8 39 1
9 10 3
9 39 1
9 40 1
10 11 3
10 40 1
10 41 1
11 12 3
11 41 1
11 42 1
12 13 3
12 42 1
12 43 1
13 14 3
13 43 1
13 44 1
14 15 3
14 44 1
14 45 1
15 16 3
15 45 1
15 46 1
16 17 3
16 46 1
16 47 1
17 18 3
17 47 1
17 48 1
18 19 3
18 48 1
18 49 1
19 20 3
19 49 1
19 50 1
20 21 3
20 50 1
20 51 1
21 22 3
21 51 1
21 52 1
22 23 3
22 52 1
22 53 1
23 24 3
23 53 1
23 54 1
24 25 3
24 54 1
24 55 1
25 26 3
25 55 1
25 56 1
26 27 3
26 56 1
26 57 1
27 28 3
27 57 1
27 58 1
28 29 3
28 58 1
28 59 1
29 30 3
29 59 1
29 60 1
30 60 1
30 61 1
31 32 3
31 62 1
31 63 1
32 33 3
32 63 1
32 64 1
33 34 3
33 64 1
33 65 1
34 35 3
34 65 1
34 66 1
35 36 3
35 66 1
35 67 1
36 37 3
36 67 1
36 68 1
37 38 3
37 68 1
37 69 1
38 39 3
38 69 1
38 70 1
39 40 3
39 70 1
39 71 1
40 41 3
40 71 1
40 72 1
41 42 3
41 72 1
41 73 1
42 43 3
42 73 1
42 74 1
43 44 3
43 74 1
43 75 1
44 45 3
44 75 1
44 76 1
45 46 3
45 76 1
45 77 1
46 47 3
46 77 1
46 78 1
47 48 3
47 78 1
47 79 1
48 49 3
48 79 1
48 80 1
49 50 3
49 80 1
49 81 1
50 51 3
50 81 1
50 82 1
51 52 3
51 82 1
51 83 1
52 53 3
52 83 1
52 84 1
53 54 3
53 84 1
53 85 1
54 55 3
54 85 1
54 86 1
55 56 3
55 86 1
55 87 1
56 57 3
56 87 1
56 88 1
57 58 3
57 88 1
57 89 1
58 59 3
58 89 1
58 90 1
59 60 3
59 90 1
59 91 1
60 61 3
60 91 1
60 92 1
61 92 1
61 93 1
62 63 3
62 94 1
62 95 1
63 64 3
63 95 1
63 96 1
64 65 3
64 96 1
64 97 1
65 66 3
65 97 1
65 98 1
66 67 3
66 98 1
66 99 1
67 68 3
67 99 1
67 100 1
68 69 3
68 100 1
68 101 1
69 70 3
69 101 1
69 102 1
70 71 3
70 102 1
70 103 1
71 72 3
71 103 1
71 104 1
72 73 3
72 104 1
72 105 1
73 74 3
73 105 1
73 106 1
74 75 3
74 106 1
74 107 1
75 76 3
75 107 1
75 108 1
76 77 3
76 108 1
76 109 1
77 78 3
77 109 1
77 110 1
78 79 3
78 110 1
78 111 1
79 80 3
79 111 1
79 112 1
80 81 3
80 112 1
80 113 1
81 82 3
81 113 1
81 114 1
82 83 3
82 114 1
82 115 1
83 84 3
83 115 1
83 116 1
84 85 3
84 116 1
84 117 1
85 86 3
85 117 1
85 118 1
86 87 3
86 118 1
86 119 1
87 88 3
87 119 1
87 120 1
88 89 3
88 120 1
88 121 1
89 90 3
89 121 1
89 122 1
90 91 3
90 122 1
90 123 1
91 92 3
91 123 1
91 124 1
92 93 3
92 124 1
92 125 1
93 125 1
93 126 1
94 95 3
94 127 1
94 128 1
95 96 3
95 128 1
95 129 1
96 97 3
96 129 1
96 130 1
97 98 3
97 130 1
97 131 1
98 99 3
98 131 1
98 132 1
99 100 3
99 132 1
99 133 1
100 101 3
100 133 1
100 134 1
101 102 3
101 134 1
101 135 1
102 103 3
102 135 1
102 136 1
103 104 3
103 136 1
103 137 1
104 105 3
104 137 1
104 138 1
105 106 3
105 138 1
105 139 1
106 107 3
106 139 1
106 140 1
107 108 3
107 140 1
107 141 1
108 109 3
108 141 1
108 142 1
109 110 3
109 142 1
109 143 1
110 111 3
110 143 1
110 144 1
111 112 3
111 144 1
111 145 1
112 113 3
112 145 1
112 146 1
113 114 3
113 146 1
113 147 1
114 115 3
114 147 1
114 148 1
115 116 3
115 148 1
115 149 1
116 117 3
116 149 1
116 150 1
117 118 3
117 150 1
117 151 1
118 119 3
118 151 1
118 152 1
119 120 3
119 152 1
119 153 1
120 121 3
120 153 1
120 154 1
121 122 3
121 154 1
121 155 1
122 123 3
122 155 1
122 156 1
123 124 3
123 156 1
123 157 1
124 125 3
124 157 1
124 158 1
125 126 3
125 158 1
125 159 1
126 159 1
126 160 1
127 128 3
128 129 3
129 130 3
130 131 3
131 132 3
132 133 3
133 134 3
134 135 3
135 136 3
136 137 3
137 138 3
138 139 3
139 140 3
140 141 3
141 142 3
142 143 3
143 144 3
144 145 3
145 146 3
146 147 3
147 148 3
148 149 3
149 150 3
150 151 3
151 152 3
152 153 3
153 154 3
154 155 3
155 156 3
156 157 3
157 158 3
158 159 3
159 160 3
