364
936
1 2 3
1 11 1
1 12 1
2 3 3
2 12 1
2 13 1
3 4 3
3 13 1
3 14 1
4 5 3
4 14 1
4 15 1
5 6 3
5 15 1
5 16 1
6 7 3
6 16 1
6 17 1
7 8 3
7 17 1
7 18 1
8 9 3
8 18 1
8 19 1
9 10 3
9 19 1
9 20 1
10 20 1
10 21 1
11 12 3
11 22 1
11 23 1
12 13 3
12 23 1
12 24 1
13 14 3
13 24 1
13 25 1
14 15 3
14 25 1
14 26 1
15 16 3
15 26 1
15 27 1
16 17 3
16 27 1
16 28 1
17 18 3
17 28 1
17 29 1
18 19 3
18 29 1
18 30 1
19 20 3
19 30 1
19 31 1
20 21 3
20 31 1
20 32 1
21 32 1
21 33 1
22 23 3
22 34 1
22 35 1
23 24 3
23 35 1
23 36 1
24 25 3
24 36 1
24 37 1
25 26 3
25 37 1
25 38 1
26 27 3
26 38 1
26 39 1
27 28 3
27 39 1
27 40 1
28 29 3
28 40 1
28 41 1
29 30 3
29 41 1
29 42 1
30 31 3
30 42 1
30 43 1
31 32 3
31 43 1
31 44 1
32 33 3
32 44 1
32 45 1
33 45 1
33 46 1
34 35 3
34 47 1
34 48 1
35 36 3
35 48 1
35 49 1
36 37 3
36 49 1
36 50 1
37 38 3
37 50 1
37 51 1
38 39 3
38 51 1
38 52 1
39 40 3
39 52 1
39 53 1
40 41 3
40 53 1
40 54 1
41 42 3
41 54 1
41 55 1
42 43 3
42 55 1
42 56 1
43 44 3
43 56 1
43 57 1
44 45 3
44 57 1
44 58 1
45 46 3
45 58 1
45 59 1
46 59 1
46 60 1
47 48 3
47 61 1
47 62 1
48 49 3
48 62 1
48 63 1
49 50 3
49 63 1
49 64 1
50 51 3
50 64 1
50 65 1
51 52 3
51 65 1
51 66 1
52 53 3
52 66 1
52 67 1
53 54 3
53 67 1
53 68 1
54 55 3
54 68 1
54 69 1
55 56 3
55 69 1
55 70 1
56 57 3
56 70 1
56 71 1
57 58 3
57 71 1
57 72 1
58 59 3
58 72 1
58 73 1
59 60 3
59 73 1
59 74 1
60 74 1
60 75 1
61 62 3
61 76 1
61 77 1
62 63 3
62 77 1
62 78 1
63 64 3
63 78 1
63 79 1
64 65 3
64 79 1
64 80 1
65 66 3
65 80 1
65 81 1
66 67 3
66 81 1
66 82 1
67 68 3
67 82 1
67 83 1
68 69 3
68 83 1
68 84 1
69 70 3
69 84 1
69 85 1
70 71 3
