85
212
1 2 3
1 16 1
1 17 1
2 3 3
2 17 1
2 18 1
3 4 3
3 18 1
3 19 1
4 5 3
4 19 1
4 20 1
5 6 3
5 20 1
5 21 1
6 7 3
6 21 1
6 22 1
7 8 3
7 22 1
7 23 1
8 9 3
8 23 1
8 24 1
9 10 3
9 24 1
9 25 1
10 11 3
10 25 1
10 26 1
11 12 3
11 26 1
11 27 1
12 13 3
12 27 1
12 28 1
13 14 3
13 28 1
13 29 1
14 15 3
14 29 1
14 30 1
15 30 1
15 31 1
16 17 3
16 32 1
16 33 1
17 18 3
17 33 1
17 34 1
18 19 3
18 34 1
18 35 1
19 20 3
19 35 1
19 36 1
20 21 3
20 36 1
20 37 1
21 22 3
21 37 1
21 38 1
22 23 3
22 38 1
22 39 1
23 24 3
23 39 1
23 40 1
24 25 3
24 40 1
24 41 1
25 26 3
25 41 1
25 42 1
26 27 3
26 42 1
26 43 1
27 28 3
27 43 1
27 44 1
28 29 3
28 44 1
28 45 1
29 30 3
29 45 1
29 46 1
30 31 3
30 46 1
30 47 1
31 47 1
31 48 1
32 33 3
32 49 1
32 50 1
33 34 3
33 50 1
33 51 1
34 35 3
34 51 1
34 52 1
35 36 3
35 52 1
35 53 1
36 37 3
36 53 1
36 54 1
37 38 3
37 54 1
37 55 1
38 39 3
38 55 1
38 56 1
39 40 3
39 56 1
39 57 1
40 41 3
40 57 1
40 58 1
41 42 3
41 58 1
41 59 1
42 43 3
42 59 1
42 60 1
43 44 3
43 60 1
43 61 1
44 45 3
44 61 1
44 62 1
45 46 3
45 62 1
45 63 1
46 47 3
46 63 1
46 64 1
47 48 3
47 64 1
47 65 1
48 65 1
48 66 1
49 50 3
49 67 1
49 68 1
50 51 3
50 68 1
50 69 1
51 52 3
51 69 1
51 70 1
52 53 3
52 70 1
52 71 1
53 54 3
53 71 1
53 72 1
54 55 3
54 72 1
54 73 1
55 56 3
55 73 1
55 74 1
56 57 3
56 74 1
56 75 1
57 58 3
57 75 1
57 76 1
58 59 3
58 76 1
58 77 1
59 60 3
59 77 1
59 78 1
60 61 3
60 78 1
60 79 1
61 62 3
61 79 1
61 80 1
62 63 3
62 80 1
62 81 1
63 64 3
63 81 1
63 82 1
64 65 3
64 82 1
64 83 1
65 66 3
65 83 1
65 84 1
66 84 1
66 85 1
67 68 3
68 69 3
69 70 3
70 71 3
71 72 3
72 73 3
73 74 3
74 75 3
75 76 3
76 77 3
77 78 3
78 79 3
79 80 3
80 81 3
81 82 3
82 83 3
83 84 3
84 85 3
