70
164
1 2 3
1 3 1
1 4 1
2 4 1
2 5 1
3 4 3
3 6 1
3 7 1
4 5 3
4 7 1
4 8 1
5 8 1
5 9 1
6 7 3
6 10 1
6 11 1
7 8 3
7 11 1
7 12 1
8 9 3
8 12 1
8 13 1
9 13 1
9 14 1
10 11 3
10 15 1
10 16 1
11 12 3
11 16 1
11 17 1
12 13 3
12 17 1
12 18 1
13 14 3
13 18 1
13 19 1
14 19 1
14 20 1
15 16 3
15 21 1
15 22 1
16 17 3
16 22 1
16 23 1
17 18 3
17 23 1
17 24 1
18 19 3
18 24 1
18 25 1
19 20 3
19 25 1
19 26 1
20 26 1
20 27 1
21 22 3
21 28 1
21 29 1
22 23 3
22 29 1
22 30 1
23 24 3
23 30 1
23 31 1
24 25 3
24 31 1
24 32 1
25 26 3
25 32 1
25 33 1
26 27 3
26 33 1
26 34 1
27 34 1
27 35 1
28 29 3
29 30 3
30 31 3
31 32 3
32 33 3
33 34 3
34 35 3
36 37 3
36 38 1
36 39 1
37 39 1
37 40 1
38 39 3
38 41 1
38 42 1
39 40 3
39 42 1
39 43 1
40 43 1
40 44 1
41 42 3
41 45 1
41 46 1
42 43 3
42 46 1
42 47 1
43 44 3
43 47 1
43 48 1
44 48 1
44 49 1
45 46 3
45 50 1
45 51 1
46 47 3
46 51 1
46 52 1
47 48 3
47 52 1
47 53 1
48 49 3
48 53 1
48 54 1
49 54 1
49 55 1
50 51 3
50 56 1
50 57 1
51 52 3
51 57 1
51 58 1
52 53 3
52 58 1
52 59 1
53 54 3
53 59 1
53 60 1
54 55 3
54 60 1
54 61 1
55 61 1
55 62 1
56 57 3
56 63 1
56 64 1
57 58 3
57 64 1
57 65 1
58 59 3
58 65 1
58 66 1
59 60 3
59 66 1
59 67 1
60 61 3
60 67 1
60 68 1
61 62 3
61 68 1
61 69 1
62 69 1
62 70 1
63 64 3
64 65 3
65 66 3
66 67 3
67 68 3
68 69 3
69 70 3
