126
303
1 2 3
1 4 1
1 5 1
2 3 3
2 5 1
2 6 1
3 6 1
3 7 1
4 5 3
4 8 1
4 9 1
5 6 3
5 9 1
5 10 1
6 7 3
6 10 1
6 11 1
7 11 1
7 12 1
8 9 3
8 13 1
8 14 1
9 10 3
9 14 1
9 15 1
10 11 3
10 15 1
10 16 1
11 12 3
11 16 1
11 17 1
12 17 1
12 18 1
13 14 3
13 19 1
13 20 1
14 15 3
14 20 1
14 21 1
15 16 3
15 21 1
15 22 1
16 17 3
16 22 1
16 23 1
17 18 3
17 23 1
17 24 1
18 24 1
18 25 1
19 20 3
19 26 1
19 27 1
20 21 3
20 27 1
20 28 1
21 22 3
21 28 1
21 29 1
22 23 3
22 29 1
22 30 1
23 24 3
23 30 1
23 31 1
24 25 3
24 31 1
24 32 1
25 32 1
25 33 1
26 27 3
26 34 1
26 35 1
27 28 3
27 35 1
27 36 1
28 29 3
28 36 1
28 37 1
29 30 3
29 37 1
29 38 1
30 31 3
30 38 1
30 39 1
31 32 3
31 39 1
31 40 1
32 33 3
32 40 1
32 41 1
33 41 1
33 42 1
34 35 3
35 36 3
36 37 3
37 38 3
38 39 3
39 40 3
40 41 3
41 42 3
43 44 3
43 46 1
43 47 1
44 45 3
44 47 1
44 48 1
45 48 1
45 49 1
46 47 3
46 50 1
46 51 1
47 48 3
47 51 1
47 52 1
48 49 3
48 52 1
48 53 1
49 53 1
49 54 1
50 51 3
50 55 1
50 56 1
51 52 3
51 56 1
51 57 1
52 53 3
52 57 1
52 58 1
53 54 3
53 58 1
53 59 1
54 59 1
54 60 1
55 56 3
55 61 1
55 62 1
56 57 3
56 62 1
56 63 1
57 58 3
57 63 1
57 64 1
58 59 3
58 64 1
58 65 1
59 60 3
59 65 1
59 66 1
60 66 1
60 67 1
61 62 3
61 68 1
61 69 1
62 63 3
62 69 1
62 70 1
63 64 3
63 70 1
63 71 1
64 65 3
64 71 1
64 72 1
65 66 3
65 72 1
65 73 1
66 67 3
66 73 1
66 74 1
67 74 1
67 75 1
68 69 3
68 76 1
68 77 1
69 70 3
69 77 1
69 78 1
70 71 3
70 78 1
70 79 1
71 72 3
71 79 1
71 80 1
72 73 3
72 80 1
72 81 1
73 74 3
73 81 1
73 82 1
74 75 3
74 82 1
74 83 1
75 83 1
75 84 1
76 77 3
77 78 3
78 79 3
79 80 3
80 81 3
81 82 3
82 83 3
83 84 3
85 86 3
85 88 1
85 89 1
86 87 3
86 89 1
86 90 1
87 90 1
87 91 1
88 89 3
88 92 1
88 93 1
89 90 3
89 93 1
89 94 1
90 91 3
90 94 1
90 95 1
91 95 1
91 96 1
92 93 3
92 97 1
92 98 1
93 94 3
93 98 1
93 99 1
94 95 3
94 99 1
94 100 1
95 96 3
95 100 1
95 101 1
96 101 1
96 102 1
97 98 3
97 103 1
97 104 1
98 99 3
98 104 1
98 105 1
99 100 3
99 105 1
99 106 1
100 101 3
100 106 1
100 107 1
101 102 3
101 107 1
101 108 1
102 108 1
102 109 1
103 104 3
103 110 1
103 111 1
104 105 3
104 111 1
104 112 1
105 106 3
105 112 1
105 113 1
106 107 3
106 113 1
106 114 1
107 108 3
107 114 1
107 115 1
108 109 3
108 115 1
108 116 1
109 116 1
109 117 1
110 111 3
110 118 1
110 119 1
111 112 3
111 119 1
111 120 1
112 113 3
112 120 1
112 121 1
113 114 3
113 121 1
113 122 1
114 115 3
114 122 1
114 123 1
115 116 3
115 123 1
115 124 1
116 117 3
116 124 1
116 125 1
117 125 1
117 126 1
118 119 3
119 120 3
120 121 3
121 122 3
122 123 3
123 124 3
124 125 3
125 126 3
